datadog_id,type,description
rpc.method.export.recv.count,count,Number of Export requests processed
rpc.method.gc.recv.count,count,Number of GC requests processed
rpc.method.get.recv.count,count,Number of Get requests processed
rpc.method.heartbeattxn.recv.count,count,Number of HeartbeatTxn requests processed
rpc.method.increment.recv.count,count,Number of Increment requests processed
rpc.method.initput.recv.count,count,Number of InitPut requests processed
rpc.method.isspanempty.recv.count,count,Number of IsSpanEmpty requests processed
rpc.method.leaseinfo.recv.count,count,Number of LeaseInfo requests processed
rpc.method.merge.recv.count,count,Number of Merge requests processed
rpc.method.migrate.recv.count,count,Number of Migrate requests processed
rpc.method.probe.recv.count,count,Number of Probe requests processed
rpc.method.pushtxn.recv.count,count,Number of PushTxn requests processed
rpc.method.put.recv.count,count,Number of Put requests processed
rpc.method.queryintent.recv.count,count,Number of QueryIntent requests processed
rpc.method.querylocks.recv.count,count,Number of QueryLocks requests processed
rpc.method.queryresolvedtimestamp.recv.count,count,Number of QueryResolvedTimestamp requests processed
rpc.method.querytxn.recv.count,count,Number of QueryTxn requests processed
rpc.method.rangestats.recv.count,count,Number of RangeStats requests processed
rpc.method.recomputestats.recv.count,count,Number of RecomputeStats requests processed
rpc.method.recovertxn.recv.count,count,Number of RecoverTxn requests processed
rpc.method.refresh.recv.count,count,Number of Refresh requests processed
rpc.method.refreshrange.recv.count,count,Number of RefreshRange requests processed
rpc.method.requestlease.recv.count,count,Number of RequestLease requests processed
rpc.method.resolveintent.recv.count,count,Number of ResolveIntent requests processed
rpc.method.resolveintentrange.recv.count,count,Number of ResolveIntentRange requests processed
rpc.method.reversescan.recv.count,count,Number of ReverseScan requests processed
rpc.method.revertrange.recv.count,count,Number of RevertRange requests processed
rpc.method.scan.recv.count,count,Number of Scan requests processed
rpc.method.subsume.recv.count,count,Number of Subsume requests processed
rpc.method.transferlease.recv.count,count,Number of TransferLease requests processed
rpc.method.truncatelog.recv.count,count,Number of TruncateLog requests processed
rpc.method.writebatch.recv.count,count,Number of WriteBatch requests processed
rpc.streams.mux_rangefeed.active,gauge,Number of currently running MuxRangeFeed streams
rpc.streams.mux_rangefeed.recv.count,count,Total number of MuxRangeFeed streams
rpc.streams.rangefeed.active,gauge,Number of currently running RangeFeed streams
rpc.streams.rangefeed.recv.count,count,Total number of RangeFeed streams
schedules.BACKUP.failed.count,count,Number of BACKUP jobs failed
schedules.BACKUP.last_completed_time,gauge,The unix timestamp of the most recently completed backup by a schedule specified as maintaining this metric
schedules.BACKUP.protected_age_sec,gauge,"The age of the oldest PTS record protected by BACKUP schedules
Shown as second"
schedules.BACKUP.protected_record_count,gauge,Number of PTS records held by BACKUP schedules
schedules.BACKUP.started.count,count,Number of BACKUP jobs started
schedules.BACKUP.succeeded.count,count,Number of BACKUP jobs succeeded
schedules.CHANGEFEED.failed.count,count,Number of CHANGEFEED jobs failed
schedules.CHANGEFEED.started.count,count,Number of CHANGEFEED jobs started
schedules.CHANGEFEED.succeeded.count,count,Number of CHANGEFEED jobs succeeded
schedules.backup.failed,count,[OpenMetrics v1] Number of scheduled backup jobs failed
schedules.backup.failed.count,count,[OpenMetrics v2] Number of scheduled backup jobs failed
schedules.backup.last_completed_time,gauge,"[OpenMetrics v1 & v2] The unix timestamp of the most recently completed backup by a schedule specified as maintaining this metric
Shown as second"
schedules.backup.started,count,[OpenMetrics v1] Number of scheduled backup jobs started
schedules.backup.started.count,count,[OpenMetrics v2] Number of scheduled backup jobs started
schedules.backup.succeeded,count,[OpenMetrics v1] Number of scheduled backup jobs succeeded
schedules.backup.succeeded.count,count,[OpenMetrics v2] Number of scheduled backup jobs succeeded
schedules.error,gauge,Number of schedules which did not execute successfully
schedules.malformed,gauge,Number of malformed schedules
schedules.round.jobs_started,gauge,The number of jobs started
schedules.round.reschedule_skip,gauge,The number of schedules rescheduled due to SKIP policy
schedules.round.reschedule_wait,gauge,The number of schedules rescheduled due to WAIT policy
schedules.scheduled.row.level.ttl.executor_failed.count,count,Number of scheduled-row-level-ttl-executor jobs failed
schedules.scheduled_row_level_ttl_executor.failed.count,count,Number of scheduled-row-level-ttl-executor jobs failed
schedules.scheduled_row_level_ttl_executor.started.count,count,Number of scheduled-row-level-ttl-executor jobs started
schedules.scheduled_row_level_ttl_executor.succeeded.count,count,Number of scheduled-row-level-ttl-executor jobs succeeded
schedules.scheduled_schema_telemetry_executor.failed.count,count,Number of scheduled-schema-telemetry-executor jobs failed
schedules.scheduled_schema_telemetry_executor.started.count,count,Number of scheduled-schema-telemetry-executor jobs started
schedules.scheduled_schema_telemetry_executor.succeeded.count,count,Number of scheduled-schema-telemetry-executor jobs succeeded
schedules.scheduled_sql_stats_compaction_executor.failed.count,count,Number of scheduled-sql-stats-compaction-executor jobs failed
schedules.scheduled_sql_stats_compaction_executor.started.count,count,Number of scheduled-sql-stats-compaction-executor jobs started
schedules.scheduled_sql_stats_compaction_executor.succeeded.count,count,Number of scheduled-sql-stats-compaction-executor jobs succeeded
seconds.until.enterprise.license.expiry,gauge,Seconds until enterprise license expiry (0 if no license present or running without enterprise features)
seconds_until_enterprise_license_expiry,gauge,"Seconds until enterprise license expiry (0 if no license present or running without enterprise features)
Shown as second"
security.certificate.expiration.ca,gauge,Expiration for the CA certificate. 0 means no certificate or error.
security.certificate.expiration.ca_client_tenant,gauge,Expiration for the Tenant Client CA certificate. 0 means no certificate or error.
security.certificate.expiration.client,gauge,"Minimum expiration for client certificates, labeled by SQL user. 0 means no certificate or error."
security.certificate.expiration.client_ca,gauge,Expiration for the client CA certificate. 0 means no certificate or error.
security.certificate.expiration.client_tenant,gauge,Expiration for the Tenant Client certificate. 0 means no certificate or error.
security.certificate.expiration.node,gauge,Expiration for the node certificate. 0 means no certificate or error.
security.certificate.expiration.node_client,gauge,Expiration for the node’s client certificate. 0 means no certificate or error.
security.certificate.expiration.ui,gauge,Expiration for the UI certificate. 0 means no certificate or error.
security.certificate.expiration.ui_ca,gauge,Expiration for the UI CA certificate. 0 means no certificate or error.
security.certificate_expiration.ca,gauge,Expiration for the CA certificate. 0 means no certificate or error
security.certificate_expiration.client_ca,gauge,Expiration for the client CA certificate. 0 means no certificate or error
security.certificate_expiration.node,gauge,Expiration for the node certificate. 0 means no certificate or error
security.certificate_expiration.node_client,gauge,Expiration for the node’s client certificate. 0 means no certificate or error
security.certificate_expiration.ui,gauge,Expiration for the UI certificate. 0 means no certificate or error
security.certificate_expiration.ui_ca,gauge,Expiration for the UI CA certificate. 0 means no certificate or error
spanconfig.kvsubscriber.oldest_protected_record_nanos,gauge,"Difference between the current time and the oldest protected timestamp (sudden drops indicate a record being released; an ever increasing number indicates that the oldest record is around and preventing GC if > configured GC TTL)
Shown as nanosecond"
spanconfig.kvsubscriber.protected_record_count,gauge,"Number of protected timestamp records, as seen by KV"
spanconfig.kvsubscriber.update_behind_nanos,gauge,"Difference between the current time and when the KVSubscriber received its last update (an ever increasing number indicates that we’re no longer receiving updates)
Shown as nanosecond"
sql.bytesin,count,"[OpenMetrics v1] Number of sql bytes received
Shown as byte"
sql.bytesin.count,count,"[OpenMetrics v2] Number of sql bytes received
Shown as byte"
sql.bytesout,count,"[OpenMetrics v1] Number of sql bytes sent
Shown as byte"
sql.bytesout.count,count,"[OpenMetrics v2] Number of sql bytes sent
Shown as byte"
sql.conn.failures.count,count,Number of SQL connection failures
sql.conn.latency,gauge,"[OpenMetrics v1] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
sql.conn.latency.bucket,count,"[OpenMetrics v2] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
sql.conn.latency.count,count,"[OpenMetrics v2] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
sql.conn.latency.sum,count,"[OpenMetrics v2] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
sql.conns,gauge,"[OpenMetrics v1 & v2] Number of active sql connections
Shown as connection"
sql.conns_waiting_to_hash,gauge,Number of SQL connection attempts that are being throttled in order to limit password hashing concurrency
sql.contention.resolver.failed_resolutions.count,count,Number of failed transaction ID resolution attempts
sql.contention.resolver.queue_size,gauge,Length of queued unresolved contention events
sql.contention.resolver.retries.count,count,Number of times transaction id resolution has been retried
sql.contention.txn_id_cache.miss.count,count,Number of cache misses
sql.contention.txn_id_cache.read.count,count,Number of cache read
sql.copy.count,count,Number of COPY SQL statements successfully executed
sql.copy.internal.count,count,Number of COPY SQL statements successfully executed (internal queries)
sql.copy.nonatomic.count,count,Number of non-atomic COPY SQL statements successfully executed
sql.copy.nonatomic.internal.count,count,Number of non-atomic COPY SQL statements successfully executed (internal queries)
sql.copy.nonatomic.started.count,count,Number of non-atomic COPY SQL statements started
sql.copy.nonatomic.started.internal.count,count,Number of non-atomic COPY SQL statements started (internal queries)
sql.copy.started.count,count,Number of COPY SQL statements started
sql.copy.started.internal.count,count,Number of COPY SQL statements started (internal queries)
sql.ddl.count,count,[OpenMetrics v1 & v2] Number of SQL DDL statements
sql.ddl.internal.count,count,Number of SQL DDL statements successfully executed (internal queries)
sql.ddl.started.count,count,Number of SQL DDL statements started
sql.ddl.started.internal.count,count,Number of SQL DDL statements started (internal queries)
sql.delete.count,count,[OpenMetrics v1 & v2] Number of SQL DELETE statements
sql.delete.internal.count,count,Number of SQL DELETE statements successfully executed (internal queries)
sql.delete.started.count,count,Number of SQL DELETE statements started
sql.delete.started.internal.count,count,Number of SQL DELETE statements started (internal queries)
sql.disk.distsql.current,gauge,"Current sql statement disk usage for distsql
Shown as byte"
sql.disk.distsql.max.bucket,count,"Disk usage per sql statement for distsql
Shown as byte"
sql.disk.distsql.max.count,count,"Disk usage per sql statement for distsql
Shown as byte"
sql.disk.distsql.max.sum,count,"Disk usage per sql statement for distsql
Shown as byte"
sql.disk.distsql.spilled.bytes.read.count,count,"Number of bytes read from temporary disk storage as a result of spilling
Shown as byte"
sql.disk.distsql.spilled.bytes.written.count,count,"Number of bytes written to temporary disk storage as a result of spilling
Shown as byte"
sql.distsql.contended.queries,count,[OpenMetrics v1] Number of SQL queries that experienced contention
sql.distsql.contended.queries.count,count,[OpenMetrics v2] Number of SQL queries that experienced contention0
sql.distsql.contended_queries.count,count,Number of SQL queries that experienced contention
sql.distsql.dist_query_rerun_locally.count,count,Total number of cases when distributed query error resulted in a local rerun
sql.distsql.dist_query_rerun_locally.failure_count.count,count,Total number of cases when the local rerun of a distributed query resulted in an error
sql.distsql.exec.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of DistSQL statement execution
Shown as nanosecond"
sql.distsql.exec.latency.bucket,count,"Latency of DistSQL statement execution
Shown as nanosecond"
sql.distsql.exec.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL statement execution
Shown as nanosecond"
sql.distsql.exec.latency.internal.bucket,count,"Latency of DistSQL statement execution (internal queries)
Shown as nanosecond"
sql.distsql.exec.latency.internal.count,count,"Latency of DistSQL statement execution (internal queries)
Shown as nanosecond"
sql.distsql.exec.latency.internal.sum,count,"Latency of DistSQL statement execution (internal queries)
Shown as nanosecond"
sql.distsql.exec.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL statement execution
Shown as nanosecond"
sql.distsql.flows.active,gauge,[OpenMetrics v1 & v2] Number of distributed SQL flows currently active
sql.distsql.flows.count,count,[OpenMetrics v2] Number of distributed SQL flows executed
sql.distsql.flows.total,count,[OpenMetrics v1] Number of distributed SQL flows executed
sql.distsql.flows.total.count,count,Number of distributed SQL flows executed
sql.distsql.queries.active,gauge,[OpenMetrics v1 & v2] Number of distributed SQL queries currently active
sql.distsql.queries.count,count,[OpenMetrics v2] Number of distributed SQL queries executed
sql.distsql.queries.spilled.count,count,Number of queries that have spilled to disk
sql.distsql.queries.total,count,[OpenMetrics v1] Number of distributed SQL queries executed
sql.distsql.select.count,count,[OpenMetrics v1 & v2] Number of DistSQL SELECT statements
sql.distsql.select.internal.count,count,Number of DistSQL SELECT statements (internal queries)
sql.distsql.service.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
sql.distsql.service.latency.bucket,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
sql.distsql.service.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
sql.distsql.service.latency.internal,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
sql.distsql.service.latency.internal.bucket,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
sql.distsql.service.latency.internal.count,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
sql.distsql.service.latency.internal.sum,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
sql.distsql.service.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
sql.distsql.vec.openfds,gauge,Current number of open file descriptors used by vectorized external storage
sql.exec.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
sql.exec.latency.bucket,count,"[OpenMetrics v2] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
sql.exec.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
sql.exec.latency.internal,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
sql.exec.latency.internal.bucket,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
sql.exec.latency.internal.count,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
sql.exec.latency.internal.sum,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
sql.exec.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
sql.failure,count,[OpenMetrics v1] Number of statements resulting in a planning or runtime error
sql.failure.count,count,[OpenMetrics v2] Number of statements resulting in a planning or runtime error
sql.failure.internal.count,count,Number of statements resulting in a planning or runtime error (internal queries)
sql.feature_flag_denial.count,count,Counter of the number of statements denied by a feature flag
sql.full.scan,count,[OpenMetrics v1] Number of full table or index scans
sql.full.scan.count,count,[OpenMetrics v2] Number of full table or index scans
sql.full.scan.internal.count,count,Number of full table or index scans (internal queries)
sql.guardrails.full_scan_rejected.count,count,Number of full table or index scans that have been rejected because of disallow_full_table_scans guardrail
sql.guardrails.full_scan_rejected.internal.count,count,Number of full table or index scans that have been rejected because of disallow_full_table_scans guardrail (internal queries)
sql.guardrails.max_row_size_err.count,count,Number of rows observed violating sql.guardrails.max_row_size_err
sql.guardrails.max_row_size_err.internal.count,count,Number of rows observed violating sql.guardrails.max_row_size_err (internal queries)
sql.guardrails.max_row_size_log.count,count,Number of rows observed violating sql.guardrails.max_row_size_log
sql.guardrails.max_row_size_log.internal.count,count,Number of rows observed violating sql.guardrails.max_row_size_log (internal queries)
sql.guardrails.transaction_rows_read_err.count,count,Number of transactions errored because of transaction_rows_read_err guardrail
sql.guardrails.transaction_rows_read_err.internal.count,count,Number of transactions errored because of transaction_rows_read_err guardrail (internal queries)
sql.guardrails.transaction_rows_read_log.count,count,Number of transactions logged because of transaction_rows_read_log guardrail
sql.guardrails.transaction_rows_read_log.internal.count,count,Number of transactions logged because of transaction_rows_read_log guardrail (internal queries)
sql.guardrails.transaction_rows_written_err.count,count,Number of transactions errored because of transaction_rows_written_err guardrail
sql.guardrails.transaction_rows_written_err.internal.count,count,Number of transactions errored because of transaction_rows_written_err guardrail (internal queries)
sql.guardrails.transaction_rows_written_log.count,count,Number of transactions logged because of transaction_rows_written_log guardrail
sql.guardrails.transaction_rows_written_log.internal.count,count,Number of transactions logged because of transaction_rows_written_log guardrail (internal queries)
sql.hydrated_schema_cache.hits.count,count,counter on the number of cache hits
sql.hydrated_schema_cache.misses.count,count,counter on the number of cache misses
sql.hydrated_table_cache.hits.count,count,counter on the number of cache hits
sql.hydrated_table_cache.misses.count,count,counter on the number of cache misses
sql.hydrated_type_cache.hits.count,count,counter on the number of cache hits
sql.hydrated_type_cache.misses.count,count,counter on the number of cache misses
sql.hydrated_udf_cache.hits.count,count,counter on the number of cache hits
sql.hydrated_udf_cache.misses.count,count,counter on the number of cache misses
sql.insert.count,count,[OpenMetrics v1 & v2] Number of SQL INSERT statements
sql.insert.internal.count,count,Number of SQL INSERT statements successfully executed (internal queries)
sql.insert.started.count,count,Number of SQL INSERT statements started
sql.insert.started.internal.count,count,Number of SQL INSERT statements started (internal queries)
sql.insights.anomaly_detection.evictions.count,count,Evictions of fingerprint latency summaries due to memory pressure
sql.insights.anomaly_detection.fingerprints,gauge,Current number of statement fingerprints being monitored for anomaly detection
sql.insights.anomaly_detection.memory,gauge,"Current memory used to support anomaly detection
Shown as byte"
sql.leases.active,gauge,The number of outstanding SQL schema leases.
sql.mem.admin.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for admin
sql.mem.admin.max,gauge,[OpenMetrics v1] Memory usage per sql statement for admin
sql.mem.admin.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for admin
sql.mem.admin.max.count,count,[OpenMetrics v2] Memory usage per sql statement for admin
sql.mem.admin.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for admin
sql.mem.admin.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for admin
sql.mem.admin.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for admin
sql.mem.admin.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for admin
sql.mem.admin.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for admin
sql.mem.admin.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for admin
sql.mem.admin.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for admin
sql.mem.admin.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for admin
sql.mem.admin.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for admin
sql.mem.admin.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for admin
sql.mem.bulk.current,gauge,"Current sql statement memory usage for bulk operations
Shown as byte"
sql.mem.bulk.max,count,"Memory usage per sql statement for bulk operations
Shown as byte"
sql.mem.bulk.max.bucket,count,"Memory usage per sql statement for bulk operations
Shown as byte"
sql.mem.bulk.max.count,count,"Memory usage per sql statement for bulk operations
Shown as byte"
sql.mem.bulk.max.sum,count,"Memory usage per sql statement for bulk operations
Shown as byte"
sql.mem.client.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for client
sql.mem.client.max,gauge,[OpenMetrics v1] Memory usage per sql statement for client
sql.mem.client.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for client
sql.mem.client.max.count,count,[OpenMetrics v2] Memory usage per sql statement for client
sql.mem.client.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for client
sql.mem.client.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for client
sql.mem.client.session.max,gauge,[OpenMetrics v1] Memory usage per sql session for client
sql.mem.client.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for client
sql.mem.client.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for client
sql.mem.client.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for client
sql.mem.client.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for client
sql.mem.client.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for client
sql.mem.client.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for client
sql.mem.client.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for client
sql.mem.client.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for client
sql.mem.conns.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for conns
sql.mem.conns.max,gauge,[OpenMetrics v1] Memory usage per sql statement for conns
sql.mem.conns.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for conns
sql.mem.conns.max.count,count,[OpenMetrics v2] Memory usage per sql statement for conns
sql.mem.conns.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for conns
sql.mem.conns.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for conns
sql.mem.conns.session.max,gauge,[OpenMetrics v1] Memory usage per sql session for conns
sql.mem.conns.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for conns
sql.mem.conns.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for conns
sql.mem.conns.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for conns
sql.mem.conns.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for conns
sql.mem.conns.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for conns
sql.mem.conns.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for conns
sql.mem.conns.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for conns
sql.mem.conns.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for conns
sql.mem.distsql.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for distsql
sql.mem.distsql.max,gauge,[OpenMetrics v1] Memory usage per sql statement for distsql
sql.mem.distsql.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for distsql
sql.mem.distsql.max.count,count,[OpenMetrics v2] Memory usage per sql statement for distsql
sql.mem.distsql.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for distsql
sql.mem.internal.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for internal
sql.mem.internal.max,gauge,[OpenMetrics v1] Memory usage per sql statement for internal
sql.mem.internal.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for internal
sql.mem.internal.max.count,count,[OpenMetrics v2] Memory usage per sql statement for internal
sql.mem.internal.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for internal
sql.mem.internal.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for internal
sql.mem.internal.session.max,gauge,[OpenMetrics v1] Memory usage per sql session for internal
sql.mem.internal.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for internal
sql.mem.internal.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for internal
sql.mem.internal.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for internal
sql.mem.internal.session.prepared.current,gauge,"Current sql session memory usage by prepared statements for internal
Shown as byte"
sql.mem.internal.session.prepared.max.bucket,count,"Memory usage by prepared statements per sql session for internal
Shown as byte"
sql.mem.internal.session.prepared.max.count,count,"Memory usage by prepared statements per sql session for internal
Shown as byte"
sql.mem.internal.session.prepared.max.sum,count,"Memory usage by prepared statements per sql session for internal
Shown as byte"
sql.mem.internal.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for internal
sql.mem.internal.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for internal
sql.mem.internal.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for internal
sql.mem.internal.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for internal
sql.mem.internal.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for internal
sql.mem.root.current,gauge,Current sql statement memory usage for root
sql.mem.root.max.bucket,count,"Memory usage per sql statement for root
Shown as byte"
sql.mem.root.max.count,count,"Memory usage per sql statement for root
Shown as byte"
sql.mem.root.max.sum,count,"Memory usage per sql statement for root
Shown as byte"
sql.mem.sql.current,gauge,"Current sql statement memory usage for sql
Shown as byte"
sql.mem.sql.max,count,"Memory usage per sql statement for sql
Shown as byte"
sql.mem.sql.max.bucket,count,"Memory usage per sql statement for sql
Shown as byte"
sql.mem.sql.max.count,count,"Memory usage per sql statement for sql
Shown as byte"
sql.mem.sql.max.sum,count,"Memory usage per sql statement for sql
Shown as byte"
sql.mem.sql.session.current,gauge,"Current sql session memory usage for sql
Shown as byte"
sql.mem.sql.session.max,count,"Memory usage per sql session for sql
Shown as byte"
sql.mem.sql.session.max.bucket,count,"Memory usage per sql session for sql
Shown as byte"
sql.mem.sql.session.max.count,count,"Memory usage per sql session for sql
Shown as byte"
sql.mem.sql.session.max.sum,count,"Memory usage per sql session for sql
Shown as byte"
sql.mem.sql.session.prepared.current,gauge,"Current sql session memory usage by prepared statements for sql
Shown as byte"
sql.mem.sql.session.prepared.max,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
sql.mem.sql.session.prepared.max.bucket,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
sql.mem.sql.session.prepared.max.count,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
sql.mem.sql.session.prepared.max.sum,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
sql.mem.sql.txn.current,gauge,"Current sql transaction memory usage for sql
Shown as byte"
sql.mem.sql.txn.max,count,"Memory usage per sql transaction for sql
Shown as byte"
sql.mem.sql.txn.max.bucket,count,"Memory usage per sql transaction for sql
Shown as byte"
sql.mem.sql.txn.max.count,count,"Memory usage per sql transaction for sql
Shown as byte"
sql.mem.sql.txn.max.sum,count,"Memory usage per sql transaction for sql
Shown as byte"
sql.misc.count,count,[OpenMetrics v1 & v2] Number of other SQL statements
sql.misc.internal.count,count,Number of other SQL statements successfully executed (internal queries)
sql.misc.started.count,count,Number of other SQL statements started
sql.misc.started.internal.count,count,Number of other SQL statements started (internal queries)
sql.new_conns.count,count,Counter of the number of sql connections created
sql.optimizer.fallback.count,count,Number of statements which the cost-based optimizer was unable to plan
sql.optimizer.fallback.internal.count,count,Number of statements which the cost-based optimizer was unable to plan (internal queries)
sql.optimizer.plan_cache.hits.count,count,Number of non-prepared statements for which a cached plan was used
sql.optimizer.plan_cache.hits.internal.count,count,Number of non-prepared statements for which a cached plan was used (internal queries)
sql.optimizer.plan_cache.misses.count,count,Number of non-prepared statements for which a cached plan was not used
sql.optimizer.plan_cache.misses.internal.count,count,Number of non-prepared statements for which a cached plan was not used (internal queries)
sql.pgwire_cancel.count,count,Number of pgwire query cancel requests
sql.pgwire_cancel.ignored.count,count,Number of pgwire query cancel requests that were ignored due to rate limiting
sql.pgwire_cancel.successful.count,count,Number of pgwire query cancel requests that were successful
sql.pre_serve.bytesin.count,count,"Number of SQL bytes received prior to routing the connection to the target SQL server
Shown as byte"
sql.pre_serve.bytesout.count,count,"Number of SQL bytes sent prior to routing the connection to the target SQL server
Shown as byte"
sql.pre_serve.conn.failures.count,count,Number of SQL connection failures prior to routing the connection to the target SQL server
sql.pre_serve.mem.cur,gauge,"Current memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
sql.pre_serve.mem.max,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
sql.pre_serve.mem.max.bucket,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
sql.pre_serve.mem.max.count,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
sql.pre_serve.mem.max.sum,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
sql.pre_serve.new_conns.count,count,Number of SQL connections created prior to routing the connection to the target SQL server
sql.query.count,count,[OpenMetrics v1 & v2] Number of SQL queries
sql.query.internal.count,count,Number of SQL queries executed (internal queries)
sql.query.started.count,count,Number of SQL queries started
sql.query.started.internal.count,count,Number of SQL queries started (internal queries)
sql.restart_savepoint.count,count,Number of SAVEPOINT cockroach_restart statements successfully executed
sql.restart_savepoint.internal.count,count,Number of SAVEPOINT cockroach_restart statements successfully executed (internal queries)
sql.restart_savepoint.release.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements successfully executed
sql.restart_savepoint.release.internal.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements successfully executed (internal queries)
sql.restart_savepoint.release.started.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements started
sql.restart_savepoint.release.started.internal.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements started (internal queries)
sql.restart_savepoint.rollback.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements successfully executed
