layer,metric,description,y-axis label,type,unit,aggregation,derivative
APPLICATION,jobs.migration.protected_age_sec,The age of the oldest PTS record protected by migration jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.migration.protected_record_count,Number of protected timestamp records held by migration jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.migration.resume_completed,Number of migration jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.migration.resume_failed,Number of migration jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.migration.resume_retry_error,Number of migration jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.mvcc_statistics_update.currently_idle,Number of mvcc_statistics_update jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.mvcc_statistics_update.currently_paused,Number of mvcc_statistics_update jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.mvcc_statistics_update.currently_running,Number of mvcc_statistics_update jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.mvcc_statistics_update.expired_pts_records,Number of expired protected timestamp records owned by mvcc_statistics_update jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.mvcc_statistics_update.fail_or_cancel_completed,Number of mvcc_statistics_update jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.mvcc_statistics_update.fail_or_cancel_failed,Number of mvcc_statistics_update jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.mvcc_statistics_update.fail_or_cancel_retry_error,Number of mvcc_statistics_update jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.mvcc_statistics_update.protected_age_sec,The age of the oldest PTS record protected by mvcc_statistics_update jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.mvcc_statistics_update.protected_record_count,Number of protected timestamp records held by mvcc_statistics_update jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.mvcc_statistics_update.resume_completed,Number of mvcc_statistics_update jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.mvcc_statistics_update.resume_failed,Number of mvcc_statistics_update jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.mvcc_statistics_update.resume_retry_error,Number of mvcc_statistics_update jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.new_schema_change.currently_idle,Number of new_schema_change jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.new_schema_change.currently_paused,Number of new_schema_change jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.new_schema_change.currently_running,Number of new_schema_change jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.new_schema_change.expired_pts_records,Number of expired protected timestamp records owned by new_schema_change jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.new_schema_change.fail_or_cancel_completed,Number of new_schema_change jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.new_schema_change.fail_or_cancel_failed,Number of new_schema_change jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.new_schema_change.fail_or_cancel_retry_error,Number of new_schema_change jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.new_schema_change.protected_age_sec,The age of the oldest PTS record protected by new_schema_change jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.new_schema_change.protected_record_count,Number of protected timestamp records held by new_schema_change jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.new_schema_change.resume_completed,Number of new_schema_change jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.new_schema_change.resume_failed,Number of new_schema_change jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.new_schema_change.resume_retry_error,Number of new_schema_change jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.poll_jobs_stats.currently_idle,Number of poll_jobs_stats jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.poll_jobs_stats.currently_paused,Number of poll_jobs_stats jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.poll_jobs_stats.currently_running,Number of poll_jobs_stats jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.poll_jobs_stats.expired_pts_records,Number of expired protected timestamp records owned by poll_jobs_stats jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.poll_jobs_stats.fail_or_cancel_completed,Number of poll_jobs_stats jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.poll_jobs_stats.fail_or_cancel_failed,Number of poll_jobs_stats jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.poll_jobs_stats.fail_or_cancel_retry_error,Number of poll_jobs_stats jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.poll_jobs_stats.protected_age_sec,The age of the oldest PTS record protected by poll_jobs_stats jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.poll_jobs_stats.protected_record_count,Number of protected timestamp records held by poll_jobs_stats jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.poll_jobs_stats.resume_completed,Number of poll_jobs_stats jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.poll_jobs_stats.resume_failed,Number of poll_jobs_stats jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.poll_jobs_stats.resume_retry_error,Number of poll_jobs_stats jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_ingestion.currently_idle,Number of replication_stream_ingestion jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_ingestion.currently_paused,Number of replication_stream_ingestion jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_ingestion.currently_running,Number of replication_stream_ingestion jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_ingestion.expired_pts_records,Number of expired protected timestamp records owned by replication_stream_ingestion jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_ingestion.fail_or_cancel_completed,Number of replication_stream_ingestion jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_ingestion.fail_or_cancel_failed,Number of replication_stream_ingestion jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_ingestion.fail_or_cancel_retry_error,Number of replication_stream_ingestion jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_ingestion.protected_age_sec,The age of the oldest PTS record protected by replication_stream_ingestion jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.replication_stream_ingestion.protected_record_count,Number of protected timestamp records held by replication_stream_ingestion jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_ingestion.resume_completed,Number of replication_stream_ingestion jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_ingestion.resume_failed,Number of replication_stream_ingestion jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_ingestion.resume_retry_error,Number of replication_stream_ingestion jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_producer.currently_idle,Number of replication_stream_producer jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_producer.currently_paused,Number of replication_stream_producer jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_producer.currently_running,Number of replication_stream_producer jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_producer.expired_pts_records,Number of expired protected timestamp records owned by replication_stream_producer jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_producer.fail_or_cancel_completed,Number of replication_stream_producer jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_producer.fail_or_cancel_failed,Number of replication_stream_producer jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_producer.fail_or_cancel_retry_error,Number of replication_stream_producer jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_producer.protected_age_sec,The age of the oldest PTS record protected by replication_stream_producer jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.replication_stream_producer.protected_record_count,Number of protected timestamp records held by replication_stream_producer jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.replication_stream_producer.resume_completed,Number of replication_stream_producer jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_producer.resume_failed,Number of replication_stream_producer jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.replication_stream_producer.resume_retry_error,Number of replication_stream_producer jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.restore.currently_idle,Number of restore jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.restore.currently_paused,Number of restore jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.restore.currently_running,Number of restore jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.restore.expired_pts_records,Number of expired protected timestamp records owned by restore jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.restore.fail_or_cancel_completed,Number of restore jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.restore.fail_or_cancel_failed,Number of restore jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.restore.fail_or_cancel_retry_error,Number of restore jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.restore.protected_age_sec,The age of the oldest PTS record protected by restore jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.restore.protected_record_count,Number of protected timestamp records held by restore jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.restore.resume_completed,Number of restore jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.restore.resume_failed,Number of restore jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.restore.resume_retry_error,Number of restore jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.resumed_claimed_jobs,number of claimed-jobs resumed in job-adopt iterations,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.currently_idle,Number of row_level_ttl jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.row_level_ttl.currently_paused,Number of row_level_ttl jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.row_level_ttl.currently_running,Number of row_level_ttl jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.row_level_ttl.delete_duration,Duration for delete requests during row level TTL.,nanoseconds,HISTOGRAM,NANOSECONDS,AVG,NONE
APPLICATION,jobs.row_level_ttl.expired_pts_records,Number of expired protected timestamp records owned by row_level_ttl jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.fail_or_cancel_completed,Number of row_level_ttl jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.fail_or_cancel_failed,Number of row_level_ttl jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.fail_or_cancel_retry_error,Number of row_level_ttl jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.num_active_spans,Number of active spans the TTL job is deleting from.,num_active_spans,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.row_level_ttl.num_delete_batch_retries,Number of times the row level TTL job had to reduce the delete batch size and retry.,num_retries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.protected_age_sec,The age of the oldest PTS record protected by row_level_ttl jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.row_level_ttl.protected_record_count,Number of protected timestamp records held by row_level_ttl jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.row_level_ttl.resume_completed,Number of row_level_ttl jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.resume_failed,Number of row_level_ttl jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.resume_retry_error,Number of row_level_ttl jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.rows_deleted,Number of rows deleted by the row level TTL job.,num_rows,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.rows_selected,Number of rows selected for deletion by the row level TTL job.,num_rows,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.row_level_ttl.select_duration,Duration for select requests during row level TTL.,nanoseconds,HISTOGRAM,NANOSECONDS,AVG,NONE
APPLICATION,jobs.row_level_ttl.span_total_duration,Duration for processing a span during row level TTL.,nanoseconds,HISTOGRAM,NANOSECONDS,AVG,NONE
APPLICATION,jobs.row_level_ttl.total_expired_rows,Approximate number of rows that have expired the TTL on the TTL table.,total_expired_rows,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.row_level_ttl.total_rows,Approximate number of rows on the TTL table.,total_rows,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.running_non_idle,number of running jobs that are not idle,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change.currently_idle,Number of schema_change jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change.currently_paused,Number of schema_change jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change.currently_running,Number of schema_change jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change.expired_pts_records,Number of expired protected timestamp records owned by schema_change jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change.fail_or_cancel_completed,Number of schema_change jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change.fail_or_cancel_failed,Number of schema_change jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change.fail_or_cancel_retry_error,Number of schema_change jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change.protected_age_sec,The age of the oldest PTS record protected by schema_change jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.schema_change.protected_record_count,Number of protected timestamp records held by schema_change jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change.resume_completed,Number of schema_change jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change.resume_failed,Number of schema_change jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change.resume_retry_error,Number of schema_change jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change_gc.currently_idle,Number of schema_change_gc jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change_gc.currently_paused,Number of schema_change_gc jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change_gc.currently_running,Number of schema_change_gc jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change_gc.expired_pts_records,Number of expired protected timestamp records owned by schema_change_gc jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change_gc.fail_or_cancel_completed,Number of schema_change_gc jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change_gc.fail_or_cancel_failed,Number of schema_change_gc jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change_gc.fail_or_cancel_retry_error,Number of schema_change_gc jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change_gc.protected_age_sec,The age of the oldest PTS record protected by schema_change_gc jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.schema_change_gc.protected_record_count,Number of protected timestamp records held by schema_change_gc jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.schema_change_gc.resume_completed,Number of schema_change_gc jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change_gc.resume_failed,Number of schema_change_gc jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.schema_change_gc.resume_retry_error,Number of schema_change_gc jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.standby_read_ts_poller.currently_idle,Number of standby_read_ts_poller jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.standby_read_ts_poller.currently_paused,Number of standby_read_ts_poller jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.standby_read_ts_poller.currently_running,Number of standby_read_ts_poller jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.standby_read_ts_poller.expired_pts_records,Number of expired protected timestamp records owned by standby_read_ts_poller jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.standby_read_ts_poller.fail_or_cancel_completed,Number of standby_read_ts_poller jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.standby_read_ts_poller.fail_or_cancel_failed,Number of standby_read_ts_poller jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.standby_read_ts_poller.fail_or_cancel_retry_error,Number of standby_read_ts_poller jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.standby_read_ts_poller.protected_age_sec,The age of the oldest PTS record protected by standby_read_ts_poller jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.standby_read_ts_poller.protected_record_count,Number of protected timestamp records held by standby_read_ts_poller jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.standby_read_ts_poller.resume_completed,Number of standby_read_ts_poller jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.standby_read_ts_poller.resume_failed,Number of standby_read_ts_poller jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.standby_read_ts_poller.resume_retry_error,Number of standby_read_ts_poller jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.typedesc_schema_change.currently_idle,Number of typedesc_schema_change jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.typedesc_schema_change.currently_paused,Number of typedesc_schema_change jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.typedesc_schema_change.currently_running,Number of typedesc_schema_change jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.typedesc_schema_change.expired_pts_records,Number of expired protected timestamp records owned by typedesc_schema_change jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.typedesc_schema_change.fail_or_cancel_completed,Number of typedesc_schema_change jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.typedesc_schema_change.fail_or_cancel_failed,Number of typedesc_schema_change jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.typedesc_schema_change.fail_or_cancel_retry_error,Number of typedesc_schema_change jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.typedesc_schema_change.protected_age_sec,The age of the oldest PTS record protected by typedesc_schema_change jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.typedesc_schema_change.protected_record_count,Number of protected timestamp records held by typedesc_schema_change jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.typedesc_schema_change.resume_completed,Number of typedesc_schema_change jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.typedesc_schema_change.resume_failed,Number of typedesc_schema_change jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.typedesc_schema_change.resume_retry_error,Number of typedesc_schema_change jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.update_table_metadata_cache.currently_idle,Number of update_table_metadata_cache jobs currently considered Idle and can be freely shut down,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.update_table_metadata_cache.currently_paused,Number of update_table_metadata_cache jobs currently considered Paused,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.update_table_metadata_cache.currently_running,Number of update_table_metadata_cache jobs currently running in Resume or OnFailOrCancel state,jobs,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.update_table_metadata_cache.expired_pts_records,Number of expired protected timestamp records owned by update_table_metadata_cache jobs,records,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.update_table_metadata_cache.fail_or_cancel_completed,Number of update_table_metadata_cache jobs which successfully completed their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.update_table_metadata_cache.fail_or_cancel_failed,Number of update_table_metadata_cache jobs which failed with a non-retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.update_table_metadata_cache.fail_or_cancel_retry_error,Number of update_table_metadata_cache jobs which failed with a retriable error on their failure or cancelation process,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.update_table_metadata_cache.protected_age_sec,The age of the oldest PTS record protected by update_table_metadata_cache jobs,seconds,GAUGE,SECONDS,AVG,NONE
APPLICATION,jobs.update_table_metadata_cache.protected_record_count,Number of protected timestamp records held by update_table_metadata_cache jobs,records,GAUGE,COUNT,AVG,NONE
APPLICATION,jobs.update_table_metadata_cache.resume_completed,Number of update_table_metadata_cache jobs which successfully resumed to completion,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.update_table_metadata_cache.resume_failed,Number of update_table_metadata_cache jobs which failed with a non-retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,jobs.update_table_metadata_cache.resume_retry_error,Number of update_table_metadata_cache jobs which failed with a retriable error,jobs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
APPLICATION,kv.protectedts.reconciliation.errors,number of errors encountered during reconciliation runs on this node,Count,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
